county_name,state_name,confirmed,new,death,new_death,fatality_rate,latitude,longitude,last_update,date
Brevard,Florida,6797,44,194,2,2.90%,28.29348419,-80.73235631,2020-08-21 20:20 EDT,8/23/2020
Broward,Florida,68542,474,1068,17,1.60%,26.15224542,-80.4870534,2020-08-21 20:20 EDT,8/23/2020
Calhoun,Florida,531,14,8,0,1.50%,30.40591622,-85.19725477,2020-08-21 20:20 EDT,8/23/2020
Charlotte,Florida,2462,27,107,1,4.30%,26.90848328,-81.90343918,2020-08-21 20:20 EDT,8/23/2020
Citrus,Florida,1908,26,46,0,2.40%,28.8507789,-82.46594866,2020-08-21 20:20 EDT,8/23/2020
Clay,Florida,3609,29,70,0,1.90%,29.98305516,-81.85778209,2020-08-21 20:20 EDT,8/23/2020
Collier,Florida,11144,49,162,1,1.50%,26.11625563,-81.34013334,2020-08-21 20:20 EDT,8/23/2020
Columbia,Florida,3158,33,31,0,1.00%,30.22449371,-82.62153926,2020-08-21 20:20 EDT,8/23/2020
DeSoto,Florida,1443,5,21,0,1.50%,27.18625815,-81.80950056,2020-08-21 20:20 EDT,8/23/2020
Dixie,Florida,643,18,4,0,0.60%,29.60848621,-83.15877625,2020-08-21 20:20 EDT,8/23/2020
Duval,Florida,25316,199,235,3,0.90%,30.47844,-81.62557,2020-08-21 20:20 EDT,8/23/2020
Escambia,Florida,10684,89,171,1,1.60%,30.70048478,-87.37722154,2020-08-21 20:20 EDT,8/23/2020
Flagler,Florida,1214,20,15,0,1.20%,29.4614205,-81.31356058,2020-08-21 20:20 EDT,8/23/2020
Franklin,Florida,498,13,3,0,0.60%,29.87766253,-84.81641986,2020-08-21 20:20 EDT,8/23/2020
Gadsden,Florida,2111,26,29,0,1.40%,30.57948492,-84.61351742,2020-08-21 20:20 EDT,8/23/2020
Gilchrist,Florida,428,8,9,0,2.10%,29.72589573,-82.80037962,2020-08-21 20:20 EDT,8/23/2020
Glades,Florida,440,8,3,0,0.70%,26.96044686,-81.24215682,2020-08-21 20:20 EDT,8/23/2020
Gulf,Florida,782,12,7,0,0.90%,29.95627817,-85.22647887,2020-08-21 20:20 EDT,8/23/2020
Hamilton,Florida,653,8,4,0,0.60%,30.49645924,-82.94801948,2020-08-21 20:20 EDT,8/23/2020
Hardee,Florida,1049,4,8,0,0.80%,27.49268751,-81.80992068,2020-08-21 20:20 EDT,8/23/2020
Hendry,Florida,1917,17,39,0,2.00%,26.54718711,-81.17167885,2020-08-21 20:20 EDT,8/23/2020
Hernando,Florida,2396,32,69,0,2.90%,28.55250381,-82.41938996,2020-08-21 20:20 EDT,8/23/2020
Highlands,Florida,1697,18,53,3,3.10%,27.34332999,-81.34112609,2020-08-21 20:20 EDT,8/23/2020
Hillsborough,Florida,35293,232,519,7,1.50%,27.93023096,-82.30785534,2020-08-21 20:20 EDT,8/23/2020
Holmes,Florida,572,10,4,0,0.70%,30.86792762,-85.81398628,2020-08-21 20:20 EDT,8/23/2020
Indian River,Florida,2721,28,72,3,2.60%,27.6943965,-80.60612987,2020-08-21 20:20 EDT,8/23/2020
Jackson,Florida,2198,18,59,2,2.70%,30.7957297,-85.21834956,2020-08-21 20:20 EDT,8/23/2020
Jefferson,Florida,481,4,5,0,1.00%,30.43766934,-83.89518449,2020-08-21 20:20 EDT,8/23/2020
Lafayette,Florida,1143,14,4,0,0.30%,29.98546043,-83.18105572,2020-08-21 20:20 EDT,8/23/2020
Lake,Florida,5947,95,91,0,1.50%,28.76261973,-81.71155351,2020-08-21 20:20 EDT,8/23/2020
Lee,Florida,17816,86,397,4,2.20%,26.57965162,-81.82468531,2020-08-21 20:20 EDT,8/23/2020
Leon,Florida,5705,62,28,1,0.50%,30.45796803,-84.27794359,2020-08-21 20:20 EDT,8/23/2020
Levy,Florida,835,14,5,0,0.60%,29.3197128,-82.74264885,2020-08-21 20:20 EDT,8/23/2020
Liberty,Florida,413,1,7,0,1.70%,30.24133937,-84.88288457,2020-08-21 20:20 EDT,8/23/2020
Madison,Florida,807,25,12,0,1.50%,40.21388,-85.70948,2020-08-21 20:20 EDT,8/23/2020
Manatee,Florida,10059,62,248,1,2.50%,27.49643,-82.53954,2020-08-21 20:20 EDT,8/23/2020
Marion,Florida,7807,116,121,0,1.50%,29.21018701,-82.05662511,2020-08-21 20:20 EDT,8/23/2020
Martin,Florida,4046,31,112,3,2.80%,27.08809728,-80.38317334,2020-08-21 20:20 EDT,8/23/2020
Miami-Dade,Florida,150305,1143,2219,34,1.50%,25.61418208,-80.5679083,2020-08-21 20:20 EDT,8/23/2020
Monroe,Florida,1687,12,14,0,0.80%,39.49217,-91.78738,2020-08-21 20:20 EDT,8/23/2020
Nassau,Florida,1435,39,15,1,1.00%,30.61077673,-81.80173997,2020-08-21 20:20 EDT,8/23/2020
Okaloosa,Florida,3878,31,70,3,1.80%,30.70702353,-86.59650821,2020-08-21 20:20 EDT,8/23/2020
Okeechobee,Florida,1183,6,12,0,1.00%,27.42741658,-80.90123565,2020-08-21 20:20 EDT,8/23/2020
Orange,Florida,34321,186,358,0,1.00%,30.244011,-85.007347,2020-08-21 20:20 EDT,8/23/2020
Osceola,Florida,10619,68,125,1,1.20%,28.06812578,-81.14519655,2020-08-21 20:20 EDT,8/23/2020
Palm Beach,Florida,40157,271,1048,9,2.60%,26.70288,-80.03661,2020-08-21 20:20 EDT,8/23/2020
Pasco,Florida,7651,43,157,2,2.10%,28.32453,-82.33624,2020-08-21 20:20 EDT,8/23/2020
Pinellas,Florida,19247,160,591,4,3.10%,27.9313392,-82.72194025,2020-08-21 20:20 EDT,8/23/2020
Polk,Florida,16015,128,399,3,2.50%,27.94887824,-81.69776009,2020-08-21 20:20 EDT,8/23/2020
Putnam,Florida,1689,20,35,2,2.10%,29.61129946,-81.74554066,2020-08-21 20:20 EDT,8/23/2020
Santa Rosa,Florida,4385,44,53,0,1.20%,30.73147611,-87.01761385,2020-08-21 20:20 EDT,8/23/2020
Sarasota,Florida,6905,55,180,0,2.60%,27.33889,-82.53887,2020-08-21 20:20 EDT,8/23/2020
Seminole,Florida,7673,32,160,8,2.10%,28.71700144,-81.23632262,2020-08-21 20:20 EDT,8/23/2020
St. Johns,Florida,4106,31,51,1,1.20%,30.12051,-81.62536,2020-08-21 20:20 EDT,8/23/2020
St. Lucie,Florida,6545,87,212,0,3.20%,27.48948,-80.33977,2020-08-21 20:20 EDT,8/23/2020
Sumter,Florida,1680,52,46,0,2.70%,28.70474449,-82.0809939,2020-08-21 20:20 EDT,8/23/2020
Suwannee,Florida,2317,18,53,3,2.30%,30.19558189,-82.99149352,2020-08-21 20:20 EDT,8/23/2020
Taylor,Florida,1142,17,5,0,0.40%,30.04717437,-83.60333237,2020-08-21 20:20 EDT,8/23/2020
Union,Florida,514,9,5,0,1.00%,30.0438157,-82.37139913,2020-08-21 20:20 EDT,8/23/2020
Volusia,Florida,8761,95,175,2,2.00%,29.16934,-81.52251,2020-08-21 20:20 EDT,8/23/2020
Wakulla,Florida,827,12,5,0,0.60%,30.16891607,-84.40091841,2020-08-21 20:20 EDT,8/23/2020
Walton,Florida,1548,13,18,0,1.20%,30.65939599,-86.16268062,2020-08-21 20:20 EDT,8/23/2020
Washington,Florida,970,5,14,0,1.40%,30.61052578,-85.66522117,2020-08-21 20:20 EDT,8/23/2020
Alachua,Florida,4865,52,31,0,0.60%,29.79309,-82.49428,2020-08-21 20:20 EDT,8/24/2020
Baker,Florida,1108,10,4,0,0.40%,30.3310297,-82.28459751,2020-08-21 20:20 EDT,8/24/2020
Bay,Florida,5058,55,69,0,1.40%,30.27874147,-85.61547985,2020-08-21 20:20 EDT,8/24/2020
Bradford,Florida,618,5,4,0,0.60%,29.94996425,-82.16878035,2020-08-21 20:20 EDT,8/24/2020
Brevard,Florida,6797,44,194,2,2.90%,28.29348419,-80.73235631,2020-08-21 20:20 EDT,8/24/2020
Broward,Florida,68542,474,1068,17,1.60%,26.15224542,-80.4870534,2020-08-21 20:20 EDT,8/24/2020
Calhoun,Florida,531,14,8,0,1.50%,30.40591622,-85.19725477,2020-08-21 20:20 EDT,8/24/2020
Charlotte,Florida,2462,27,107,1,4.30%,26.90848328,-81.90343918,2020-08-21 20:20 EDT,8/24/2020
Citrus,Florida,1908,26,46,0,2.40%,28.8507789,-82.46594866,2020-08-21 20:20 EDT,8/24/2020
Clay,Florida,3609,29,70,0,1.90%,29.98305516,-81.85778209,2020-08-21 20:20 EDT,8/24/2020
Collier,Florida,11144,49,162,1,1.50%,26.11625563,-81.34013334,2020-08-21 20:20 EDT,8/24/2020
Columbia,Florida,3158,33,31,0,1.00%,30.22449371,-82.62153926,2020-08-21 20:20 EDT,8/24/2020
DeSoto,Florida,1443,5,21,0,1.50%,27.18625815,-81.80950056,2020-08-21 20:20 EDT,8/24/2020
Dixie,Florida,643,18,4,0,0.60%,29.60848621,-83.15877625,2020-08-21 20:20 EDT,8/24/2020
Duval,Florida,25316,199,235,3,0.90%,30.47844,-81.62557,2020-08-21 20:20 EDT,8/24/2020
Escambia,Florida,10684,89,171,1,1.60%,30.70048478,-87.37722154,2020-08-21 20:20 EDT,8/24/2020
Flagler,Florida,1214,20,15,0,1.20%,29.4614205,-81.31356058,2020-08-21 20:20 EDT,8/24/2020
Franklin,Florida,498,13,3,0,0.60%,29.87766253,-84.81641986,2020-08-21 20:20 EDT,8/24/2020
Gadsden,Florida,2111,26,29,0,1.40%,30.57948492,-84.61351742,2020-08-21 20:20 EDT,8/24/2020
Gilchrist,Florida,428,8,9,0,2.10%,29.72589573,-82.80037962,2020-08-21 20:20 EDT,8/24/2020
Glades,Florida,440,8,3,0,0.70%,26.96044686,-81.24215682,2020-08-21 20:20 EDT,8/24/2020
Gulf,Florida,782,12,7,0,0.90%,29.95627817,-85.22647887,2020-08-21 20:20 EDT,8/24/2020
Hamilton,Florida,653,8,4,0,0.60%,30.49645924,-82.94801948,2020-08-21 20:20 EDT,8/24/2020
Hardee,Florida,1049,4,8,0,0.80%,27.49268751,-81.80992068,2020-08-21 20:20 EDT,8/24/2020
Hendry,Florida,1917,17,39,0,2.00%,26.54718711,-81.17167885,2020-08-21 20:20 EDT,8/24/2020
Hernando,Florida,2396,32,69,0,2.90%,28.55250381,-82.41938996,2020-08-21 20:20 EDT,8/24/2020
Highlands,Florida,1697,18,53,3,3.10%,27.34332999,-81.34112609,2020-08-21 20:20 EDT,8/24/2020
Hillsborough,Florida,35293,232,519,7,1.50%,27.93023096,-82.30785534,2020-08-21 20:20 EDT,8/24/2020
Holmes,Florida,572,10,4,0,0.70%,30.86792762,-85.81398628,2020-08-21 20:20 EDT,8/24/2020
Indian River,Florida,2721,28,72,3,2.60%,27.6943965,-80.60612987,2020-08-21 20:20 EDT,8/24/2020
Jackson,Florida,2198,18,59,2,2.70%,30.7957297,-85.21834956,2020-08-21 20:20 EDT,8/24/2020
Jefferson,Florida,481,4,5,0,1.00%,30.43766934,-83.89518449,2020-08-21 20:20 EDT,8/24/2020
Lafayette,Florida,1143,14,4,0,0.30%,29.98546043,-83.18105572,2020-08-21 20:20 EDT,8/24/2020
Lake,Florida,5947,95,91,0,1.50%,28.76261973,-81.71155351,2020-08-21 20:20 EDT,8/24/2020
Lee,Florida,17816,86,397,4,2.20%,26.57965162,-81.82468531,2020-08-21 20:20 EDT,8/24/2020
Leon,Florida,5705,62,28,1,0.50%,30.45796803,-84.27794359,2020-08-21 20:20 EDT,8/24/2020
Levy,Florida,835,14,5,0,0.60%,29.3197128,-82.74264885,2020-08-21 20:20 EDT,8/24/2020
Liberty,Florida,413,1,7,0,1.70%,30.24133937,-84.88288457,2020-08-21 20:20 EDT,8/24/2020
Madison,Florida,807,25,12,0,1.50%,40.21388,-85.70948,2020-08-21 20:20 EDT,8/24/2020
Manatee,Florida,10059,62,248,1,2.50%,27.49643,-82.53954,2020-08-21 20:20 EDT,8/24/2020
Marion,Florida,7807,116,121,0,1.50%,29.21018701,-82.05662511,2020-08-21 20:20 EDT,8/24/2020
Martin,Florida,4046,31,112,3,2.80%,27.08809728,-80.38317334,2020-08-21 20:20 EDT,8/24/2020
Miami-Dade,Florida,150305,1143,2219,34,1.50%,25.61418208,-80.5679083,2020-08-21 20:20 EDT,8/24/2020
Monroe,Florida,1687,12,14,0,0.80%,39.49217,-91.78738,2020-08-21 20:20 EDT,8/24/2020
Nassau,Florida,1435,39,15,1,1.00%,30.61077673,-81.80173997,2020-08-21 20:20 EDT,8/24/2020
Okaloosa,Florida,3878,31,70,3,1.80%,30.70702353,-86.59650821,2020-08-21 20:20 EDT,8/24/2020
Okeechobee,Florida,1183,6,12,0,1.00%,27.42741658,-80.90123565,2020-08-21 20:20 EDT,8/24/2020
Orange,Florida,34321,186,358,0,1.00%,30.244011,-85.007347,2020-08-21 20:20 EDT,8/24/2020
Osceola,Florida,10619,68,125,1,1.20%,28.06812578,-81.14519655,2020-08-21 20:20 EDT,8/24/2020
Palm Beach,Florida,40157,271,1048,9,2.60%,26.70288,-80.03661,2020-08-21 20:20 EDT,8/24/2020
Pasco,Florida,7651,43,157,2,2.10%,28.32453,-82.33624,2020-08-21 20:20 EDT,8/24/2020
Pinellas,Florida,19247,160,591,4,3.10%,27.9313392,-82.72194025,2020-08-21 20:20 EDT,8/24/2020
Polk,Florida,16015,128,399,3,2.50%,27.94887824,-81.69776009,2020-08-21 20:20 EDT,8/24/2020
Putnam,Florida,1689,20,35,2,2.10%,29.61129946,-81.74554066,2020-08-21 20:20 EDT,8/24/2020
Santa Rosa,Florida,4385,44,53,0,1.20%,30.73147611,-87.01761385,2020-08-21 20:20 EDT,8/24/2020
Sarasota,Florida,6905,55,180,0,2.60%,27.33889,-82.53887,2020-08-21 20:20 EDT,8/24/2020
Seminole,Florida,7673,32,160,8,2.10%,28.71700144,-81.23632262,2020-08-21 20:20 EDT,8/24/2020
St. Johns,Florida,4106,31,51,1,1.20%,30.12051,-81.62536,2020-08-21 20:20 EDT,8/24/2020
St. Lucie,Florida,6545,87,212,0,3.20%,27.48948,-80.33977,2020-08-21 20:20 EDT,8/24/2020
Sumter,Florida,1680,52,46,0,2.70%,28.70474449,-82.0809939,2020-08-21 20:20 EDT,8/24/2020
Suwannee,Florida,2317,18,53,3,2.30%,30.19558189,-82.99149352,2020-08-21 20:20 EDT,8/24/2020
Taylor,Florida,1142,17,5,0,0.40%,30.04717437,-83.60333237,2020-08-21 20:20 EDT,8/24/2020
Union,Florida,514,9,5,0,1.00%,30.0438157,-82.37139913,2020-08-21 20:20 EDT,8/24/2020
Volusia,Florida,8761,95,175,2,2.00%,29.16934,-81.52251,2020-08-21 20:20 EDT,8/24/2020
Wakulla,Florida,827,12,5,0,0.60%,30.16891607,-84.40091841,2020-08-21 20:20 EDT,8/24/2020
Walton,Florida,1548,13,18,0,1.20%,30.65939599,-86.16268062,2020-08-21 20:20 EDT,8/24/2020
Washington,Florida,970,5,14,0,1.40%,30.61052578,-85.66522117,2020-08-21 20:20 EDT,8/24/2020
Alachua,Florida,4981,31,31,0,0.60%,29.79309,-82.49428,2020-08-24 22:30 EDT,8/25/2020
Baker,Florida,1118,1,4,0,0.40%,30.3310297,-82.28459751,2020-08-24 22:30 EDT,8/25/2020
Bay,Florida,5181,37,71,0,1.40%,30.27874147,-85.61547985,2020-08-24 22:30 EDT,8/25/2020
Bradford,Florida,660,11,4,0,0.60%,29.94996425,-82.16878035,2020-08-24 22:30 EDT,8/25/2020
Brevard,Florida,6946,34,195,0,2.80%,28.29348419,-80.73235631,2020-08-24 22:30 EDT,8/25/2020
Broward,Florida,69383,247,1132,19,1.60%,26.15224542,-80.4870534,2020-08-24 22:30 EDT,8/25/2020
Calhoun,Florida,538,1,8,0,1.50%,30.40591622,-85.19725477,2020-08-24 22:30 EDT,8/25/2020
Charlotte,Florida,2538,19,107,0,4.20%,26.90848328,-81.90343918,2020-08-24 22:30 EDT,8/25/2020
Citrus,Florida,1970,1,48,2,2.40%,28.8507789,-82.46594866,2020-08-24 22:30 EDT,8/25/2020
Clay,Florida,3690,18,71,1,1.90%,29.98305516,-81.85778209,2020-08-24 22:30 EDT,8/25/2020
Collier,Florida,11268,23,163,0,1.40%,26.11625563,-81.34013334,2020-08-24 22:30 EDT,8/25/2020
Columbia,Florida,3226,12,31,0,1.00%,30.22449371,-82.62153926,2020-08-24 22:30 EDT,8/25/2020
DeSoto,Florida,1450,0,21,0,1.40%,27.18625815,-81.80950056,2020-08-24 22:30 EDT,8/25/2020
Dixie,Florida,660,1,4,0,0.60%,29.60848621,-83.15877625,2020-08-24 22:30 EDT,8/25/2020
Duval,Florida,25658,100,235,0,0.90%,30.47844,-81.62557,2020-08-24 22:30 EDT,8/25/2020
Escambia,Florida,10832,42,171,0,1.60%,30.70048478,-87.37722154,2020-08-24 22:30 EDT,8/25/2020
Flagler,Florida,1257,9,15,0,1.20%,29.4614205,-81.31356058,2020-08-24 22:30 EDT,8/25/2020
Franklin,Florida,519,8,3,0,0.60%,29.87766253,-84.81641986,2020-08-24 22:30 EDT,8/25/2020
Gadsden,Florida,2194,12,29,0,1.30%,30.57948492,-84.61351742,2020-08-24 22:30 EDT,8/25/2020
Gilchrist,Florida,441,2,9,0,2.00%,29.72589573,-82.80037962,2020-08-24 22:30 EDT,8/25/2020
Glades,Florida,444,0,3,0,0.70%,26.96044686,-81.24215682,2020-08-24 22:30 EDT,8/25/2020
Gulf,Florida,800,4,8,0,1.00%,29.95627817,-85.22647887,2020-08-24 22:30 EDT,8/25/2020
Hamilton,Florida,673,1,4,0,0.60%,30.49645924,-82.94801948,2020-08-24 22:30 EDT,8/25/2020
Hardee,Florida,1064,5,8,0,0.80%,27.49268751,-81.80992068,2020-08-24 22:30 EDT,8/25/2020
Hendry,Florida,1938,4,39,0,2.00%,26.54718711,-81.17167885,2020-08-24 22:30 EDT,8/25/2020
Hernando,Florida,2449,8,70,1,2.90%,28.55250381,-82.41938996,2020-08-24 22:30 EDT,8/25/2020
Highlands,Florida,1740,5,53,0,3.00%,27.34332999,-81.34112609,2020-08-24 22:30 EDT,8/25/2020
Hillsborough,Florida,35814,93,530,10,1.50%,27.93023096,-82.30785534,2020-08-24 22:30 EDT,8/25/2020
Holmes,Florida,589,2,4,0,0.70%,30.86792762,-85.81398628,2020-08-24 22:30 EDT,8/25/2020
Indian River,Florida,2756,9,80,1,2.90%,27.6943965,-80.60612987,2020-08-24 22:30 EDT,8/25/2020
Jackson,Florida,2236,7,65,0,2.90%,30.7957297,-85.21834956,2020-08-24 22:30 EDT,8/25/2020
Jefferson,Florida,491,0,5,0,1.00%,30.43766934,-83.89518449,2020-08-24 22:30 EDT,8/25/2020
Lafayette,Florida,1165,1,4,0,0.30%,29.98546043,-83.18105572,2020-08-24 22:30 EDT,8/25/2020
Lake,Florida,6089,43,93,0,1.50%,28.76261973,-81.71155351,2020-08-24 22:30 EDT,8/25/2020
Lee,Florida,18064,55,402,0,2.20%,26.57965162,-81.82468531,2020-08-24 22:30 EDT,8/25/2020
Leon,Florida,5908,57,29,0,0.50%,30.45796803,-84.27794359,2020-08-24 22:30 EDT,8/25/2020
Levy,Florida,858,3,5,0,0.60%,29.3197128,-82.74264885,2020-08-24 22:30 EDT,8/25/2020
Liberty,Florida,424,4,7,0,1.70%,30.24133937,-84.88288457,2020-08-24 22:30 EDT,8/25/2020
Madison,Florida,832,2,12,0,1.40%,40.21388,-85.70948,2020-08-24 22:30 EDT,8/25/2020
Manatee,Florida,10209,39,248,0,2.40%,27.49643,-82.53954,2020-08-24 22:30 EDT,8/25/2020
Marion,Florida,8046,39,143,2,1.80%,29.21018701,-82.05662511,2020-08-24 22:30 EDT,8/25/2020
Martin,Florida,4091,8,112,0,2.70%,27.08809728,-80.38317334,2020-08-24 22:30 EDT,8/25/2020
Miami-Dade,Florida,152612,626,2253,10,1.50%,25.61418208,-80.5679083,2020-08-24 22:30 EDT,8/25/2020
Monroe,Florida,1694,1,14,0,0.80%,39.49217,-91.78738,2020-08-24 22:30 EDT,8/25/2020
Nassau,Florida,1512,14,15,0,1.00%,30.61077673,-81.80173997,2020-08-24 22:30 EDT,8/25/2020
Okaloosa,Florida,3965,10,71,0,1.80%,30.70702353,-86.59650821,2020-08-24 22:30 EDT,8/25/2020
Okeechobee,Florida,1202,0,13,0,1.10%,27.42741658,-80.90123565,2020-08-24 22:30 EDT,8/25/2020
Orange,Florida,34781,119,361,0,1.00%,30.244011,-85.007347,2020-08-24 22:30 EDT,8/25/2020
Osceola,Florida,10772,40,127,0,1.20%,28.06812578,-81.14519655,2020-08-24 22:30 EDT,8/25/2020
Palm Beach,Florida,40746,176,1061,2,2.60%,26.70288,-80.03661,2020-08-24 22:30 EDT,8/25/2020
Pasco,Florida,7777,19,157,0,2.00%,28.32453,-82.33624,2020-08-24 22:30 EDT,8/25/2020
Pinellas,Florida,19478,47,612,13,3.10%,27.9313392,-82.72194025,2020-08-24 22:30 EDT,8/25/2020
Polk,Florida,16322,71,407,3,2.50%,27.94887824,-81.69776009,2020-08-24 22:30 EDT,8/25/2020
Putnam,Florida,1725,2,35,0,2.00%,29.61129946,-81.74554066,2020-08-24 22:30 EDT,8/25/2020
Santa Rosa,Florida,4462,19,54,0,1.20%,30.73147611,-87.01761385,2020-08-24 22:30 EDT,8/25/2020
Sarasota,Florida,7016,0,181,1,2.60%,27.33889,-82.53887,2020-08-24 22:30 EDT,8/25/2020
Seminole,Florida,7778,22,163,1,2.10%,28.71700144,-81.23632262,2020-08-24 22:30 EDT,8/25/2020
St. Johns,Florida,4160,7,53,1,1.30%,30.12051,-81.62536,2020-08-24 22:30 EDT,8/25/2020
St. Lucie,Florida,6651,23,218,4,3.30%,27.48948,-80.33977,2020-08-24 22:30 EDT,8/25/2020
Sumter,Florida,1718,1,46,0,2.70%,28.70474449,-82.0809939,2020-08-24 22:30 EDT,8/25/2020
Suwannee,Florida,2357,1,53,0,2.20%,30.19558189,-82.99149352,2020-08-24 22:30 EDT,8/25/2020
Taylor,Florida,1158,4,5,0,0.40%,30.04717437,-83.60333237,2020-08-24 22:30 EDT,8/25/2020
Union,Florida,533,3,5,0,0.90%,30.0438157,-82.37139913,2020-08-24 22:30 EDT,8/25/2020
Volusia,Florida,8952,38,177,0,2.00%,29.16934,-81.52251,2020-08-24 22:30 EDT,8/25/2020
Wakulla,Florida,859,5,6,1,0.70%,30.16891607,-84.40091841,2020-08-24 22:30 EDT,8/25/2020
Walton,Florida,1580,2,20,0,1.30%,30.65939599,-86.16268062,2020-08-24 22:30 EDT,8/25/2020
Washington,Florida,978,3,14,0,1.40%,30.61052578,-85.66522117,2020-08-24 22:30 EDT,8/25/2020
Alachua,Florida,5023,42,31,0,0.6%,29.79309000000001,-82.49428,2020-08-26 00:23 EDT,2020/08/26
Baker,Florida,1118,0,4,0,0.4%,30.331029700000002,-82.28459751,2020-08-26 00:23 EDT,2020/08/26
Bay,Florida,5195,14,74,3,1.4%,30.27874147,-85.61547985,2020-08-26 00:23 EDT,2020/08/26
Bradford,Florida,663,3,5,1,0.8%,29.94996425,-82.16878035,2020-08-26 00:23 EDT,2020/08/26
Brevard,Florida,6972,26,195,0,2.8%,28.29348419,-80.73235631,2020-08-26 00:23 EDT,2020/08/26
Broward,Florida,69584,201,1147,15,1.6%,26.15224542,-80.48705340000002,2020-08-26 00:23 EDT,2020/08/26
Calhoun,Florida,546,8,8,0,1.5%,30.40591622,-85.19725477,2020-08-26 00:23 EDT,2020/08/26
Charlotte,Florida,2569,31,108,1,4.2%,26.90848328,-81.90343918,2020-08-26 00:23 EDT,2020/08/26
Citrus,Florida,1980,10,50,2,2.5%,28.850778899999998,-82.46594866,2020-08-26 00:23 EDT,2020/08/26
Clay,Florida,3734,44,73,2,2.0%,29.98305516,-81.85778209,2020-08-26 00:23 EDT,2020/08/26
Collier,Florida,11351,83,166,3,1.5%,26.11625563,-81.34013334,2020-08-26 00:23 EDT,2020/08/26
Columbia,Florida,3249,23,31,0,1.0%,30.22449371,-82.62153926,2020-08-26 00:23 EDT,2020/08/26
DeSoto,Florida,1454,4,21,0,1.4%,27.18625815,-81.80950056,2020-08-26 00:23 EDT,2020/08/26
Dixie,Florida,677,17,4,0,0.6%,29.60848621,-83.15877625,2020-08-26 00:23 EDT,2020/08/26
Duval,Florida,25732,74,243,8,0.9%,30.47844000000001,-81.62557,2020-08-26 00:23 EDT,2020/08/26
Escambia,Florida,10871,39,178,7,1.6%,30.70048478,-87.37722154,2020-08-26 00:23 EDT,2020/08/26
Flagler,Florida,1266,9,15,0,1.2%,29.46142050000001,-81.31356058,2020-08-26 00:23 EDT,2020/08/26
Franklin,Florida,520,1,3,0,0.6%,29.87766253,-84.81641986,2020-08-26 00:23 EDT,2020/08/26
Gadsden,Florida,2211,17,30,1,1.4%,30.57948492,-84.61351742,2020-08-26 00:23 EDT,2020/08/26
Gilchrist,Florida,442,1,9,0,2.0%,29.72589573,-82.80037962,2020-08-26 00:23 EDT,2020/08/26
Glades,Florida,448,4,3,0,0.7%,26.96044686,-81.24215682,2020-08-26 00:23 EDT,2020/08/26
Gulf,Florida,801,1,8,0,1.0%,29.95627817,-85.22647887,2020-08-26 00:23 EDT,2020/08/26
Hamilton,Florida,677,4,4,0,0.6%,30.49645924,-82.94801948,2020-08-26 00:23 EDT,2020/08/26
Hardee,Florida,1066,2,9,1,0.8%,27.49268751,-81.80992068,2020-08-26 00:23 EDT,2020/08/26
Hendry,Florida,1945,7,39,0,2.0%,26.54718711,-81.17167885,2020-08-26 00:23 EDT,2020/08/26
Hernando,Florida,2476,27,77,7,3.1%,28.55250381,-82.41938996,2020-08-26 00:23 EDT,2020/08/26
Highlands,Florida,1747,7,57,4,3.3%,27.34332999,-81.34112609,2020-08-26 00:23 EDT,2020/08/26
Hillsborough,Florida,35953,139,534,4,1.5%,27.93023096,-82.30785534,2020-08-26 00:23 EDT,2020/08/26
Holmes,Florida,600,11,4,0,0.7%,30.86792762,-85.81398628,2020-08-26 00:23 EDT,2020/08/26
Indian River,Florida,2766,10,87,7,3.1%,27.694396500000003,-80.60612987,2020-08-26 00:23 EDT,2020/08/26
Jackson,Florida,2282,46,65,0,2.8%,30.79572970000001,-85.21834956,2020-08-26 00:23 EDT,2020/08/26
Jefferson,Florida,492,1,5,0,1.0%,30.43766934,-83.89518449,2020-08-26 00:23 EDT,2020/08/26
Lafayette,Florida,1164,0,4,0,0.3%,29.98546043,-83.18105572,2020-08-26 00:23 EDT,2020/08/26
Lake,Florida,6122,33,96,3,1.6%,28.76261973,-81.71155351,2020-08-26 00:23 EDT,2020/08/26
Lee,Florida,18140,76,406,4,2.2%,26.57965162,-81.82468531,2020-08-26 00:23 EDT,2020/08/26
Leon,Florida,5933,25,30,1,0.5%,30.45796803,-84.27794359,2020-08-26 00:23 EDT,2020/08/26
Levy,Florida,868,10,6,1,0.7%,29.3197128,-82.74264885,2020-08-26 00:23 EDT,2020/08/26
Liberty,Florida,426,2,7,0,1.6%,30.24133937,-84.88288457,2020-08-26 00:23 EDT,2020/08/26
Madison,Florida,834,2,12,0,1.4%,40.213879999999996,-85.70948,2020-08-26 00:23 EDT,2020/08/26
Manatee,Florida,10241,32,250,2,2.4%,27.49643,-82.53954,2020-08-26 00:23 EDT,2020/08/26
Marion,Florida,8092,46,148,5,1.8%,29.21018701,-82.05662511,2020-08-26 00:23 EDT,2020/08/26
Martin,Florida,4112,21,112,0,2.7%,27.08809728,-80.38317334,2020-08-26 00:23 EDT,2020/08/26
Miami-Dade,Florida,153385,773,2277,0,1.5%,25.61418208,-80.5679083,2020-08-26 00:23 EDT,2020/08/26
Monroe,Florida,1695,1,14,0,0.8%,39.49217,-91.78738,2020-08-26 00:23 EDT,2020/08/26
