county_name,state_name,confirmed,new,death,new_death,fatality_rate,latitude,longitude,last_update,date
Seminole,Florida,7370,47,143,5,1.90%,28.71700144,-81.23632262,2020-08-14 23:23 EDT,8/15/2020
St. Johns,Florida,3883,66,42,0,1.10%,30.12051,-81.62536,2020-08-14 23:23 EDT,8/15/2020
St. Lucie,Florida,6125,85,195,7,3.20%,27.48948,-80.33977,2020-08-14 23:23 EDT,8/15/2020
Sumter,Florida,1436,26,44,0,3.10%,28.70474449,-82.0809939,2020-08-14 23:23 EDT,8/15/2020
Suwannee,Florida,2203,51,46,1,2.10%,30.19558189,-82.99149352,2020-08-14 23:23 EDT,8/15/2020
Taylor,Florida,1069,42,5,0,0.50%,30.04717437,-83.60333237,2020-08-14 23:23 EDT,8/15/2020
Union,Florida,459,3,5,0,1.10%,30.0438157,-82.37139913,2020-08-14 23:23 EDT,8/15/2020
Volusia,Florida,8308,102,151,0,1.80%,29.16934,-81.52251,2020-08-14 23:23 EDT,8/15/2020
Wakulla,Florida,753,6,5,0,0.70%,30.16891607,-84.40091841,2020-08-14 23:23 EDT,8/15/2020
Walton,Florida,1466,16,18,0,1.20%,30.65939599,-86.16268062,2020-08-14 23:23 EDT,8/15/2020
Washington,Florida,910,14,14,0,1.50%,30.61052578,-85.66522117,2020-08-14 23:23 EDT,8/15/2020
Alachua,Florida,4544,61,28,1,0.60%,29.79309,-82.49428,2020-08-16 00:12 EDT,8/16/2020
Baker,Florida,1070,11,4,0,0.40%,30.3310297,-82.28459751,2020-08-16 00:12 EDT,8/16/2020
Bay,Florida,4787,67,64,3,1.30%,30.27874147,-85.61547985,2020-08-16 00:12 EDT,8/16/2020
Bradford,Florida,563,9,4,0,0.70%,29.94996425,-82.16878035,2020-08-16 00:12 EDT,8/16/2020
Brevard,Florida,6478,86,174,6,2.70%,28.29348419,-80.73235631,2020-08-16 00:12 EDT,8/16/2020
Broward,Florida,66011,642,940,26,1.40%,26.15224542,-80.4870534,2020-08-16 00:12 EDT,8/16/2020
Calhoun,Florida,497,9,8,0,1.60%,30.40591622,-85.19725477,2020-08-16 00:12 EDT,8/16/2020
Charlotte,Florida,2369,29,100,3,4.20%,26.90848328,-81.90343918,2020-08-16 00:12 EDT,8/16/2020
Citrus,Florida,1750,42,40,2,2.30%,28.8507789,-82.46594866,2020-08-16 00:12 EDT,8/16/2020
Clay,Florida,3440,51,65,4,1.90%,29.98305516,-81.85778209,2020-08-16 00:12 EDT,8/16/2020
Collier,Florida,10840,106,151,0,1.40%,26.11625563,-81.34013334,2020-08-16 00:12 EDT,8/16/2020
Columbia,Florida,3027,42,26,2,0.90%,30.22449371,-82.62153926,2020-08-16 00:12 EDT,8/16/2020
DeSoto,Florida,1413,15,20,1,1.40%,27.18625815,-81.80950056,2020-08-16 00:12 EDT,8/16/2020
Dixie,Florida,584,12,4,0,0.70%,29.60848621,-83.15877625,2020-08-16 00:12 EDT,8/16/2020
Duval,Florida,24509,209,221,7,0.90%,30.47844,-81.62557,2020-08-16 00:12 EDT,8/16/2020
Escambia,Florida,10205,83,150,3,1.50%,30.70048478,-87.37722154,2020-08-16 00:12 EDT,8/16/2020
Flagler,Florida,1154,27,14,0,1.20%,29.4614205,-81.31356058,2020-08-16 00:12 EDT,8/16/2020
Franklin,Florida,464,15,3,0,0.60%,29.87766253,-84.81641986,2020-08-16 00:12 EDT,8/16/2020
Gadsden,Florida,2023,24,28,2,1.40%,30.57948492,-84.61351742,2020-08-16 00:12 EDT,8/16/2020
Gilchrist,Florida,399,1,7,0,1.80%,29.72589573,-82.80037962,2020-08-16 00:12 EDT,8/16/2020
Glades,Florida,419,0,3,0,0.70%,26.96044686,-81.24215682,2020-08-16 00:12 EDT,8/16/2020
Gulf,Florida,726,6,4,0,0.60%,29.95627817,-85.22647887,2020-08-16 00:12 EDT,8/16/2020
Hamilton,Florida,634,5,4,0,0.60%,30.49645924,-82.94801948,2020-08-16 00:12 EDT,8/16/2020
Hardee,Florida,1009,3,8,0,0.80%,27.49268751,-81.80992068,2020-08-16 00:12 EDT,8/16/2020
Hendry,Florida,1878,26,39,1,2.10%,26.54718711,-81.17167885,2020-08-16 00:12 EDT,8/16/2020
Hernando,Florida,2200,40,60,4,2.70%,28.55250381,-82.41938996,2020-08-16 00:12 EDT,8/16/2020
Highlands,Florida,1581,33,41,1,2.60%,27.34332999,-81.34112609,2020-08-16 00:12 EDT,8/16/2020
Hillsborough,Florida,34040,346,460,2,1.40%,27.93023096,-82.30785534,2020-08-16 00:12 EDT,8/16/2020
Holmes,Florida,528,4,4,0,0.80%,30.86792762,-85.81398628,2020-08-16 00:12 EDT,8/16/2020
Indian River,Florida,2640,22,65,3,2.50%,27.6943965,-80.60612987,2020-08-16 00:12 EDT,8/16/2020
Jackson,Florida,2018,11,51,4,2.50%,30.7957297,-85.21834956,2020-08-16 00:12 EDT,8/16/2020
Jefferson,Florida,467,5,5,0,1.10%,30.43766934,-83.89518449,2020-08-16 00:12 EDT,8/16/2020
Lafayette,Florida,936,159,2,0,0.20%,29.98546043,-83.18105572,2020-08-16 00:12 EDT,8/16/2020
Lake,Florida,5587,98,82,3,1.50%,28.76261973,-81.71155351,2020-08-16 00:12 EDT,8/16/2020
Lee,Florida,17305,127,375,4,2.20%,26.57965162,-81.82468531,2020-08-16 00:12 EDT,8/16/2020
Leon,Florida,5363,73,27,1,0.50%,30.45796803,-84.27794359,2020-08-16 00:12 EDT,8/16/2020
Levy,Florida,754,18,5,0,0.70%,29.3197128,-82.74264885,2020-08-16 00:12 EDT,8/16/2020
Liberty,Florida,411,1,7,0,1.70%,30.24133937,-84.88288457,2020-08-16 00:12 EDT,8/16/2020
Madison,Florida,754,6,10,0,1.30%,40.21388,-85.70948,2020-08-16 00:12 EDT,8/16/2020
Manatee,Florida,9735,73,245,0,2.50%,27.49643,-82.53954,2020-08-16 00:12 EDT,8/16/2020
Marion,Florida,7161,131,113,2,1.60%,29.21018701,-82.05662511,2020-08-16 00:12 EDT,8/16/2020
Martin,Florida,3913,6,104,0,2.70%,27.08809728,-80.38317334,2020-08-16 00:12 EDT,8/16/2020
Miami-Dade,Florida,144407,1745,2047,48,1.40%,25.61418208,-80.5679083,2020-08-16 00:12 EDT,8/16/2020
Monroe,Florida,1622,19,13,0,0.80%,39.49217,-91.78738,2020-08-16 00:12 EDT,8/16/2020
Nassau,Florida,1316,20,13,2,1.00%,30.61077673,-81.80173997,2020-08-16 00:12 EDT,8/16/2020
Okaloosa,Florida,3696,43,50,0,1.40%,30.70702353,-86.59650821,2020-08-16 00:12 EDT,8/16/2020
Okeechobee,Florida,1125,32,12,0,1.10%,27.42741658,-80.90123565,2020-08-16 00:12 EDT,8/16/2020
Orange,Florida,33180,319,351,16,1.10%,30.244011,-85.007347,2020-08-16 00:12 EDT,8/16/2020
Osceola,Florida,10228,82,118,9,1.20%,28.06812578,-81.14519655,2020-08-16 00:12 EDT,8/16/2020
Palm Beach,Florida,38902,327,989,13,2.50%,26.70288,-80.03661,2020-08-16 00:12 EDT,8/16/2020
Pasco,Florida,7406,58,149,4,2.00%,28.32453,-82.33624,2020-08-16 00:12 EDT,8/16/2020
Pinellas,Florida,18660,194,544,3,2.90%,27.9313392,-82.72194025,2020-08-16 00:12 EDT,8/16/2020
Polk,Florida,15312,204,358,5,2.30%,27.94887824,-81.69776009,2020-08-16 00:12 EDT,8/16/2020
Putnam,Florida,1602,26,31,1,1.90%,29.61129946,-81.74554066,2020-08-16 00:12 EDT,8/16/2020
Santa Rosa,Florida,4173,48,47,2,1.10%,30.73147611,-87.01761385,2020-08-16 00:12 EDT,8/16/2020
Sarasota,Florida,6652,48,173,0,2.60%,27.33889,-82.53887,2020-08-16 00:12 EDT,8/16/2020
Seminole,Florida,7424,54,145,2,2.00%,28.71700144,-81.23632262,2020-08-16 00:12 EDT,8/16/2020
St. Johns,Florida,3948,65,44,2,1.10%,30.12051,-81.62536,2020-08-16 00:12 EDT,8/16/2020
St. Lucie,Florida,6192,67,196,1,3.20%,27.48948,-80.33977,2020-08-16 00:12 EDT,8/16/2020
Sumter,Florida,1475,39,44,0,3.00%,28.70474449,-82.0809939,2020-08-16 00:12 EDT,8/16/2020
Suwannee,Florida,2236,33,46,0,2.10%,30.19558189,-82.99149352,2020-08-16 00:12 EDT,8/16/2020
Taylor,Florida,1092,23,5,0,0.50%,30.04717437,-83.60333237,2020-08-16 00:12 EDT,8/16/2020
Union,Florida,481,22,5,0,1.00%,30.0438157,-82.37139913,2020-08-16 00:12 EDT,8/16/2020
Volusia,Florida,8402,94,163,12,1.90%,29.16934,-81.52251,2020-08-16 00:12 EDT,8/16/2020
Wakulla,Florida,764,11,5,0,0.70%,30.16891607,-84.40091841,2020-08-16 00:12 EDT,8/16/2020
Walton,Florida,1476,10,18,0,1.20%,30.65939599,-86.16268062,2020-08-16 00:12 EDT,8/16/2020
Washington,Florida,922,12,14,0,1.50%,30.61052578,-85.66522117,2020-08-16 00:12 EDT,8/16/2020
Alachua,Florida,4629,0,28,0,0.60%,29.79309,-82.49428,2020-08-16 22:40 EDT,8/17/2020
Baker,Florida,1077,0,4,0,0.40%,30.3310297,-82.28459751,2020-08-16 22:40 EDT,8/17/2020
Bay,Florida,4821,0,64,0,1.30%,30.27874147,-85.61547985,2020-08-17 10:30 EDT,8/17/2020
Bradford,Florida,569,0,4,0,0.70%,29.94996425,-82.16878035,2020-08-17 10:30 EDT,8/17/2020
Brevard,Florida,6511,0,178,0,2.70%,28.29348419,-80.73235631,2020-08-16 22:40 EDT,8/17/2020
Broward,Florida,66447,0,980,0,1.50%,26.15224542,-80.4870534,2020-08-16 22:40 EDT,8/17/2020
Calhoun,Florida,503,0,8,0,1.60%,30.40591622,-85.19725477,2020-08-17 10:30 EDT,8/17/2020
Charlotte,Florida,2378,0,100,0,4.20%,26.90848328,-81.90343918,2020-08-17 10:30 EDT,8/17/2020
Citrus,Florida,1778,0,40,0,2.20%,28.8507789,-82.46594866,2020-08-16 22:40 EDT,8/17/2020
Clay,Florida,3461,0,65,0,1.90%,29.98305516,-81.85778209,2020-08-16 22:40 EDT,8/17/2020
Collier,Florida,10891,0,152,0,1.40%,26.11625563,-81.34013334,2020-08-17 10:30 EDT,8/17/2020
Columbia,Florida,3038,0,26,0,0.90%,30.22449371,-82.62153926,2020-08-16 22:40 EDT,8/17/2020
DeSoto,Florida,1420,0,20,0,1.40%,27.18625815,-81.80950056,2020-08-16 22:40 EDT,8/17/2020
Dixie,Florida,591,0,4,0,0.70%,29.60848621,-83.15877625,2020-08-17 10:30 EDT,8/17/2020
Duval,Florida,24629,0,222,0,0.90%,30.47844,-81.62557,2020-08-16 22:40 EDT,8/17/2020
Escambia,Florida,10265,0,152,0,1.50%,30.70048478,-87.37722154,2020-08-17 10:30 EDT,8/17/2020
Flagler,Florida,1160,0,14,0,1.20%,29.4614205,-81.31356058,2020-08-16 22:40 EDT,8/17/2020
Franklin,Florida,473,0,3,0,0.60%,29.87766253,-84.81641986,2020-08-17 10:30 EDT,8/17/2020
Gadsden,Florida,2037,0,28,0,1.40%,30.57948492,-84.61351742,2020-08-16 22:40 EDT,8/17/2020
Gilchrist,Florida,402,0,7,0,1.70%,29.72589573,-82.80037962,2020-08-16 22:40 EDT,8/17/2020
Glades,Florida,421,0,3,0,0.70%,26.96044686,-81.24215682,2020-08-17 10:30 EDT,8/17/2020
Gulf,Florida,743,0,4,0,0.50%,29.95627817,-85.22647887,2020-08-17 10:30 EDT,8/17/2020
Hamilton,Florida,635,0,4,0,0.60%,30.49645924,-82.94801948,2020-08-17 10:30 EDT,8/17/2020
Hardee,Florida,1011,0,8,0,0.80%,27.49268751,-81.80992068,2020-08-17 10:30 EDT,8/17/2020
Hendry,Florida,1879,0,39,0,2.10%,26.54718711,-81.17167885,2020-08-17 10:30 EDT,8/17/2020
Hernando,Florida,2225,0,60,0,2.70%,28.55250381,-82.41938996,2020-08-17 10:30 EDT,8/17/2020
Highlands,Florida,1608,0,41,0,2.50%,27.34332999,-81.34112609,2020-08-16 22:40 EDT,8/17/2020
Hillsborough,Florida,34238,0,483,0,1.40%,27.93023096,-82.30785534,2020-08-16 22:40 EDT,8/17/2020
Holmes,Florida,533,0,4,0,0.80%,30.86792762,-85.81398628,2020-08-17 10:30 EDT,8/17/2020
Indian River,Florida,2652,0,67,0,2.50%,27.6943965,-80.60612987,2020-08-17 10:30 EDT,8/17/2020
Jackson,Florida,2030,0,52,0,2.60%,30.7957297,-85.21834956,2020-08-16 22:40 EDT,8/17/2020
Jefferson,Florida,467,0,5,0,1.10%,30.43766934,-83.89518449,2020-08-16 22:40 EDT,8/17/2020
Lafayette,Florida,989,0,2,0,0.20%,29.98546043,-83.18105572,2020-08-17 10:30 EDT,8/17/2020
Lake,Florida,5619,0,83,0,1.50%,28.76261973,-81.71155351,2020-08-17 10:30 EDT,8/17/2020
Lee,Florida,17401,0,375,0,2.20%,26.57965162,-81.82468531,2020-08-17 10:30 EDT,8/17/2020
Leon,Florida,5402,0,27,0,0.50%,30.45796803,-84.27794359,2020-08-17 10:30 EDT,8/17/2020
Levy,Florida,767,0,6,0,0.80%,29.3197128,-82.74264885,2020-08-17 10:30 EDT,8/17/2020
Liberty,Florida,411,0,7,0,1.70%,30.24133937,-84.88288457,2020-08-17 10:30 EDT,8/17/2020
Madison,Florida,763,0,11,0,1.40%,40.21388,-85.70948,2020-08-16 22:40 EDT,8/17/2020
Manatee,Florida,9781,0,245,0,2.50%,27.49643,-82.53954,2020-08-17 10:30 EDT,8/17/2020
Marion,Florida,7247,0,113,0,1.60%,29.21018701,-82.05662511,2020-08-17 10:30 EDT,8/17/2020
Martin,Florida,3923,0,104,0,2.70%,27.08809728,-80.38317334,2020-08-16 22:40 EDT,8/17/2020
Miami-Dade,Florida,145307,0,2057,0,1.40%,25.61418208,-80.5679083,2020-08-17 10:30 EDT,8/17/2020
Monroe,Florida,1633,0,13,0,0.80%,39.49217,-91.78738,2020-08-17 10:30 EDT,8/17/2020
Nassau,Florida,1334,0,13,0,1.00%,30.61077673,-81.80173997,2020-08-16 22:40 EDT,8/17/2020
Okaloosa,Florida,3728,0,50,0,1.30%,30.70702353,-86.59650821,2020-08-16 22:40 EDT,8/17/2020
Okeechobee,Florida,1142,0,12,0,1.10%,27.42741658,-80.90123565,2020-08-17 10:30 EDT,8/17/2020
Orange,Florida,33382,0,351,0,1.10%,30.244011,-85.007347,2020-08-17 10:30 EDT,8/17/2020
Osceola,Florida,10314,0,119,0,1.20%,28.06812578,-81.14519655,2020-08-17 10:30 EDT,8/17/2020
Palm Beach,Florida,39129,0,992,0,2.50%,26.70288,-80.03661,2020-08-17 10:30 EDT,8/17/2020
Pasco,Florida,7453,0,149,0,2.00%,28.32453,-82.33624,2020-08-16 22:40 EDT,8/17/2020
Pinellas,Florida,18730,0,548,0,2.90%,27.9313392,-82.72194025,2020-08-17 10:30 EDT,8/17/2020
Polk,Florida,15429,0,358,0,2.30%,27.94887824,-81.69776009,2020-08-16 22:40 EDT,8/17/2020
Putnam,Florida,1611,0,33,0,2.00%,29.61129946,-81.74554066,2020-08-17 10:30 EDT,8/17/2020
Santa Rosa,Florida,4223,0,47,0,1.10%,30.73147611,-87.01761385,2020-08-16 22:40 EDT,8/17/2020
Sarasota,Florida,6689,0,173,0,2.60%,27.33889,-82.53887,2020-08-17 10:30 EDT,8/17/2020
Seminole,Florida,7471,0,145,0,1.90%,28.71700144,-81.23632262,2020-08-17 10:30 EDT,8/17/2020
St. Johns,Florida,3971,0,46,0,1.20%,30.12051,-81.62536,2020-08-17 10:30 EDT,8/17/2020
St. Lucie,Florida,6254,0,197,0,3.10%,27.48948,-80.33977,2020-08-16 22:40 EDT,8/17/2020
Sumter,Florida,1540,0,44,0,2.90%,28.70474449,-82.0809939,2020-08-16 22:40 EDT,8/17/2020
Suwannee,Florida,2253,0,47,0,2.10%,30.19558189,-82.99149352,2020-08-17 10:30 EDT,8/17/2020
Taylor,Florida,1100,0,5,0,0.50%,30.04717437,-83.60333237,2020-08-16 22:40 EDT,8/17/2020
Union,Florida,488,0,5,0,1.00%,30.0438157,-82.37139913,2020-08-17 10:30 EDT,8/17/2020
Volusia,Florida,8452,0,169,0,2.00%,29.16934,-81.52251,2020-08-16 22:40 EDT,8/17/2020
Wakulla,Florida,773,0,5,0,0.60%,30.16891607,-84.40091841,2020-08-16 22:40 EDT,8/17/2020
Walton,Florida,1486,0,18,0,1.20%,30.65939599,-86.16268062,2020-08-17 10:30 EDT,8/17/2020
Washington,Florida,929,0,14,0,1.50%,30.61052578,-85.66522117,2020-08-16 22:40 EDT,8/17/2020
Alachua,Florida,4670,41,29,1,0.60%,29.79309,-82.49428,2020-08-17 22:35 EDT,8/18/2020
Baker,Florida,1078,1,4,0,0.40%,30.3310297,-82.28459751,2020-08-17 22:35 EDT,8/18/2020
Bay,Florida,4836,15,64,0,1.30%,30.27874147,-85.61547985,2020-08-17 22:35 EDT,8/18/2020
Bradford,Florida,573,4,4,0,0.70%,29.94996425,-82.16878035,2020-08-17 22:35 EDT,8/18/2020
Brevard,Florida,6538,27,178,0,2.70%,28.29348419,-80.73235631,2020-08-17 22:35 EDT,8/18/2020
Broward,Florida,66826,379,1013,33,1.50%,26.15224542,-80.4870534,2020-08-17 22:35 EDT,8/18/2020
Calhoun,Florida,503,0,8,0,1.60%,30.40591622,-85.19725477,2020-08-17 22:35 EDT,8/18/2020
Charlotte,Florida,2388,10,101,1,4.20%,26.90848328,-81.90343918,2020-08-17 22:35 EDT,8/18/2020
Citrus,Florida,1799,21,40,0,2.20%,28.8507789,-82.46594866,2020-08-17 22:35 EDT,8/18/2020
Clay,Florida,3484,23,65,0,1.90%,29.98305516,-81.85778209,2020-08-17 22:35 EDT,8/18/2020
Collier,Florida,10918,27,154,2,1.40%,26.11625563,-81.34013334,2020-08-17 22:35 EDT,8/18/2020
Columbia,Florida,3045,7,26,0,0.90%,30.22449371,-82.62153926,2020-08-17 22:35 EDT,8/18/2020
DeSoto,Florida,1422,2,20,0,1.40%,27.18625815,-81.80950056,2020-08-17 22:35 EDT,8/18/2020
Dixie,Florida,595,4,4,0,0.70%,29.60848621,-83.15877625,2020-08-17 22:35 EDT,8/18/2020
Duval,Florida,24731,102,222,0,0.90%,30.47844,-81.62557,2020-08-17 22:35 EDT,8/18/2020
Escambia,Florida,10317,52,152,0,1.50%,30.70048478,-87.37722154,2020-08-17 22:35 EDT,8/18/2020
Flagler,Florida,1163,3,14,0,1.20%,29.4614205,-81.31356058,2020-08-17 22:35 EDT,8/18/2020
Franklin,Florida,473,0,3,0,0.60%,29.87766253,-84.81641986,2020-08-17 22:35 EDT,8/18/2020
Gadsden,Florida,2046,9,28,0,1.40%,30.57948492,-84.61351742,2020-08-17 22:35 EDT,8/18/2020
Gilchrist,Florida,405,3,7,0,1.70%,29.72589573,-82.80037962,2020-08-17 22:35 EDT,8/18/2020
Glades,Florida,422,1,3,0,0.70%,26.96044686,-81.24215682,2020-08-17 22:35 EDT,8/18/2020
Gulf,Florida,756,13,4,0,0.50%,29.95627817,-85.22647887,2020-08-17 22:35 EDT,8/18/2020
Hamilton,Florida,635,0,4,0,0.60%,30.49645924,-82.94801948,2020-08-17 22:35 EDT,8/18/2020
Hardee,Florida,1012,1,8,0,0.80%,27.49268751,-81.80992068,2020-08-17 22:35 EDT,8/18/2020
Hendry,Florida,1884,5,39,0,2.10%,26.54718711,-81.17167885,2020-08-17 22:35 EDT,8/18/2020
Hernando,Florida,2255,30,60,0,2.70%,28.55250381,-82.41938996,2020-08-17 22:35 EDT,8/18/2020
Highlands,Florida,1632,24,41,0,2.50%,27.34332999,-81.34112609,2020-08-17 22:35 EDT,8/18/2020
Hillsborough,Florida,34368,130,487,4,1.40%,27.93023096,-82.30785534,2020-08-17 22:35 EDT,8/18/2020
Holmes,Florida,534,1,4,0,0.70%,30.86792762,-85.81398628,2020-08-17 22:35 EDT,8/18/2020
Indian River,Florida,2661,9,67,0,2.50%,27.6943965,-80.60612987,2020-08-17 22:35 EDT,8/18/2020
Jackson,Florida,2036,6,53,1,2.60%,30.7957297,-85.21834956,2020-08-17 22:35 EDT,8/18/2020
Jefferson,Florida,469,2,5,0,1.10%,30.43766934,-83.89518449,2020-08-17 22:35 EDT,8/18/2020
Lafayette,Florida,1009,20,2,0,0.20%,29.98546043,-83.18105572,2020-08-17 22:35 EDT,8/18/2020
Lake,Florida,5650,31,86,3,1.50%,28.76261973,-81.71155351,2020-08-17 22:35 EDT,8/18/2020
Lee,Florida,17451,50,375,0,2.10%,26.57965162,-81.82468531,2020-08-17 22:35 EDT,8/18/2020
Leon,Florida,5443,41,27,0,0.50%,30.45796803,-84.27794359,2020-08-17 22:35 EDT,8/18/2020
Levy,Florida,785,18,6,0,0.80%,29.3197128,-82.74264885,2020-08-17 22:35 EDT,8/18/2020
Liberty,Florida,411,0,7,0,1.70%,30.24133937,-84.88288457,2020-08-17 22:35 EDT,8/18/2020
Madison,Florida,766,3,11,0,1.40%,40.21388,-85.70948,2020-08-17 22:35 EDT,8/18/2020
Manatee,Florida,9843,62,245,0,2.50%,27.49643,-82.53954,2020-08-17 22:35 EDT,8/18/2020
Marion,Florida,7319,72,115,2,1.60%,29.21018701,-82.05662511,2020-08-17 22:35 EDT,8/18/2020
Martin,Florida,3937,14,104,0,2.60%,27.08809728,-80.38317334,2020-08-17 22:35 EDT,8/18/2020
Miami-Dade,Florida,146026,719,2081,0,1.40%,25.61418208,-80.5679083,2020-08-17 22:35 EDT,8/18/2020
Monroe,Florida,1643,10,13,0,0.80%,39.49217,-91.78738,2020-08-17 22:35 EDT,8/18/2020
Nassau,Florida,1345,11,13,0,1.00%,30.61077673,-81.80173997,2020-08-17 22:35 EDT,8/18/2020
Okaloosa,Florida,3742,14,50,0,1.30%,30.70702353,-86.59650821,2020-08-17 22:35 EDT,8/18/2020
Okeechobee,Florida,1148,6,12,0,1.00%,27.42741658,-80.90123565,2020-08-17 22:35 EDT,8/18/2020
Orange,Florida,33486,104,351,0,1.00%,30.244011,-85.007347,2020-08-17 22:35 EDT,8/18/2020
Osceola,Florida,10373,59,119,0,1.10%,28.06812578,-81.14519655,2020-08-17 22:35 EDT,8/18/2020
Palm Beach,Florida,39274,145,992,0,2.50%,26.70288,-80.03661,2020-08-17 22:35 EDT,8/18/2020
Pasco,Florida,7490,37,152,3,2.00%,28.32453,-82.33624,2020-08-17 22:35 EDT,8/18/2020
Pinellas,Florida,18774,44,558,10,3.00%,27.9313392,-82.72194025,2020-08-17 22:35 EDT,8/18/2020
Polk,Florida,15506,77,360,2,2.30%,27.94887824,-81.69776009,2020-08-17 22:35 EDT,8/18/2020
Putnam,Florida,1611,0,33,0,2.00%,29.61129946,-81.74554066,2020-08-17 22:35 EDT,8/18/2020
Santa Rosa,Florida,4237,14,47,0,1.10%,30.73147611,-87.01761385,2020-08-17 22:35 EDT,8/18/2020
Sarasota,Florida,6728,39,173,0,2.60%,27.33889,-82.53887,2020-08-17 22:35 EDT,8/18/2020
Seminole,Florida,7492,21,145,0,1.90%,28.71700144,-81.23632262,2020-08-17 22:35 EDT,8/18/2020
St. Johns,Florida,3978,7,47,1,1.20%,30.12051,-81.62536,2020-08-17 22:35 EDT,8/18/2020
St. Lucie,Florida,6283,29,197,0,3.10%,27.48948,-80.33977,2020-08-17 22:35 EDT,8/18/2020
Sumter,Florida,1558,18,44,0,2.80%,28.70474449,-82.0809939,2020-08-17 22:35 EDT,8/18/2020
Suwannee,Florida,2259,6,47,0,2.10%,30.19558189,-82.99149352,2020-08-17 22:35 EDT,8/18/2020
Taylor,Florida,1102,2,5,0,0.50%,30.04717437,-83.60333237,2020-08-17 22:35 EDT,8/18/2020
Union,Florida,489,1,5,0,1.00%,30.0438157,-82.37139913,2020-08-17 22:35 EDT,8/18/2020
Volusia,Florida,8482,30,169,0,2.00%,29.16934,-81.52251,2020-08-17 22:35 EDT,8/18/2020
Wakulla,Florida,781,8,5,0,0.60%,30.16891607,-84.40091841,2020-08-17 22:35 EDT,8/18/2020
Walton,Florida,1491,5,18,0,1.20%,30.65939599,-86.16268062,2020-08-17 22:35 EDT,8/18/2020
Washington,Florida,933,4,14,0,1.50%,30.61052578,-85.66522117,2020-08-17 22:35 EDT,8/18/2020
Alachua,Florida,4713,43,29,0,0.60%,29.79309,-82.49428,2020-08-18 22:30 EDT,8/19/2020
Baker,Florida,1086,8,4,0,0.40%,30.3310297,-82.28459751,2020-08-18 22:30 EDT,8/19/2020
Bay,Florida,4886,50,67,3,1.40%,30.27874147,-85.61547985,2020-08-18 22:30 EDT,8/19/2020
Bradford,Florida,581,8,4,0,0.70%,29.94996425,-82.16878035,2020-08-18 22:30 EDT,8/19/2020
Brevard,Florida,6614,76,181,3,2.70%,28.29348419,-80.73235631,2020-08-18 22:30 EDT,8/19/2020
Broward,Florida,67193,367,1025,12,1.50%,26.15224542,-80.4870534,2020-08-18 22:30 EDT,8/19/2020
Calhoun,Florida,506,3,8,0,1.60%,30.40591622,-85.19725477,2020-08-18 22:30 EDT,8/19/2020
Charlotte,Florida,2394,6,103,2,4.30%,26.90848328,-81.90343918,2020-08-18 22:30 EDT,8/19/2020
Citrus,Florida,1823,24,43,3,2.40%,28.8507789,-82.46594866,2020-08-18 22:30 EDT,8/19/2020
Clay,Florida,3512,28,69,4,2.00%,29.98305516,-81.85778209,2020-08-18 22:30 EDT,8/19/2020
Collier,Florida,10977,59,159,5,1.40%,26.11625563,-81.34013334,2020-08-18 22:30 EDT,8/19/2020
Columbia,Florida,3071,26,26,0,0.80%,30.22449371,-82.62153926,2020-08-18 22:30 EDT,8/19/2020
DeSoto,Florida,1424,2,21,1,1.50%,27.18625815,-81.80950056,2020-08-18 22:30 EDT,8/19/2020
Dixie,Florida,609,14,4,0,0.70%,29.60848621,-83.15877625,2020-08-18 22:30 EDT,8/19/2020
Duval,Florida,24836,105,230,8,0.90%,30.47844,-81.62557,2020-08-18 22:30 EDT,8/19/2020
Escambia,Florida,10405,88,159,7,1.50%,30.70048478,-87.37722154,2020-08-18 22:30 EDT,8/19/2020
Flagler,Florida,1170,7,14,0,1.20%,29.4614205,-81.31356058,2020-08-18 22:30 EDT,8/19/2020
Franklin,Florida,479,6,3,0,0.60%,29.87766253,-84.81641986,2020-08-18 22:30 EDT,8/19/2020
Gadsden,Florida,2060,14,29,1,1.40%,30.57948492,-84.61351742,2020-08-18 22:30 EDT,8/19/2020
Gilchrist,Florida,416,11,8,1,1.90%,29.72589573,-82.80037962,2020-08-18 22:30 EDT,8/19/2020
Glades,Florida,423,1,3,0,0.70%,26.96044686,-81.24215682,2020-08-18 22:30 EDT,8/19/2020
Gulf,Florida,760,4,5,1,0.70%,29.95627817,-85.22647887,2020-08-18 22:30 EDT,8/19/2020
Hamilton,Florida,640,5,4,0,0.60%,30.49645924,-82.94801948,2020-08-18 22:30 EDT,8/19/2020
Hardee,Florida,1019,7,8,0,0.80%,27.49268751,-81.80992068,2020-08-18 22:30 EDT,8/19/2020
Hendry,Florida,1886,2,39,0,2.10%,26.54718711,-81.17167885,2020-08-18 22:30 EDT,8/19/2020
Hernando,Florida,2284,29,61,1,2.70%,28.55250381,-82.41938996,2020-08-18 22:30 EDT,8/19/2020
Highlands,Florida,1639,7,42,1,2.60%,27.34332999,-81.34112609,2020-08-18 22:30 EDT,8/19/2020
Hillsborough,Florida,34605,237,490,3,1.40%,27.93023096,-82.30785534,2020-08-18 22:30 EDT,8/19/2020
Holmes,Florida,556,22,4,0,0.70%,30.86792762,-85.81398628,2020-08-18 22:30 EDT,8/19/2020
Indian River,Florida,2668,7,67,0,2.50%,27.6943965,-80.60612987,2020-08-18 22:30 EDT,8/19/2020
